Date,Revenue / Sales,Expenses,Profit,Assets,Liabilities,Cash In,Cash Out,Department,Category
2026-05-01,0,400,-400,1011470,54110,0,400,Administration,Taxes / Impots
2026-05-01,0,490,-490,1011470,54110,0,490,Cuisine,Gaz
2026-05-01,0,760,-760,1011470,54110,0,760,Administration,Electricite / Eau
2026-05-01,0,2090,-2090,1011470,54110,0,2090,Administration,Loyer
2026-05-01,570,0,570,1011470,54110,570,0,Salle,Ventes repas soir
2026-05-01,900,0,900,1011470,54110,900,0,Salle,Ventes repas midi
2026-05-01,1320,0,1320,1011470,54110,1320,0,Salle,Ventes bar
2026-05-01,0,3090,-3090,1011470,54110,0,3090,Administration,Salaires
2026-05-02,1790,0,1790,1013710,53980,1790,0,Cuisine,Ventes plats a emporter
2026-05-02,710,0,710,1013710,53980,710,0,Salle,Ventes bar
2026-05-02,1570,0,1570,1013710,53980,1570,0,Salle,Ventes repas soir
2026-05-02,0,580,-580,1013710,53980,0,580,Cuisine,Achats fournisseurs
2026-05-03,0,620,-620,1018150,54010,0,620,Cuisine,Achats fournisseurs
2026-05-04,280,0,280,1016210,54070,280,0,Salle,Ventes evenements
2026-05-04,470,0,470,1016210,54070,470,0,Cuisine,Ventes plats a emporter
2026-05-04,490,0,490,1016210,54070,490,0,Salle,Ventes bar
2026-05-05,0,110,-110,1021280,54290,0,110,Cuisine,Produits menagers
2026-05-05,0,430,-430,1021280,54290,0,430,Administration,Marketing / Pub
2026-05-05,260,0,260,1021280,54290,260,0,Salle,Ventes evenements
2026-05-05,620,0,620,1021280,54290,620,0,Salle,Ventes bar
2026-05-05,710,0,710,1021280,54290,710,0,Salle,Ventes repas soir
2026-05-06,900,0,900,1021560,54180,900,0,Cuisine,Ventes plats a emporter
2026-05-06,230,0,230,1021560,54180,230,0,Salle,Ventes bar
2026-05-06,750,0,750,1021560,54180,750,0,Salle,Ventes repas midi
2026-05-07,350,0,350,1022940,54130,350,0,Salle,Ventes repas midi
2026-05-07,390,0,390,1022940,54130,390,0,Salle,Ventes evenements
2026-05-07,1010,0,1010,1022940,54130,1010,0,Salle,Ventes bar
2026-05-07,0,700,-700,1022940,54130,0,700,Cuisine,Achats fournisseurs
2026-05-07,0,140,-140,1022940,54130,0,140,Cuisine,Produits menagers
2026-05-08,1680,0,1680,1022380,53940,1680,0,Salle,Ventes repas midi
2026-05-08,770,0,770,1022380,53940,770,0,Cuisine,Ventes plats a emporter
2026-05-08,960,0,960,1022380,53940,960,0,Salle,Ventes bar
2026-05-08,0,3300,-3300,1022380,53940,0,3300,Administration,Salaires
2026-05-09,1290,0,1290,1021150,53790,1290,0,Cuisine,Ventes plats a emporter
2026-05-09,0,270,-270,1021150,53790,0,270,Cuisine,Achats fournisseurs
2026-05-09,930,0,930,1021150,53790,930,0,Salle,Ventes evenements
2026-05-09,680,0,680,1021150,53790,680,0,Salle,Ventes repas soir
2026-05-10,0,410,-410,1019670,54090,0,410,Cuisine,Achats fournisseurs
2026-05-11,550,0,550,1022630,54230,550,0,Salle,Ventes repas midi
2026-05-11,300,0,300,1022630,54230,300,0,Salle,Ventes repas soir
2026-05-11,950,0,950,1022630,54230,950,0,Cuisine,Ventes plats a emporter
2026-05-11,0,410,-410,1022630,54230,0,410,Cuisine,Achats fournisseurs
2026-05-12,0,590,-590,1024090,54220,0,590,Cuisine,Achats fournisseurs
2026-05-12,1120,0,1120,1024090,54220,1120,0,Salle,Ventes repas soir
2026-05-12,350,0,350,1024090,54220,350,0,Salle,Ventes evenements
2026-05-12,1380,0,1380,1024090,54220,1380,0,Salle,Ventes bar
2026-05-13,1010,0,1010,1029240,54440,1010,0,Salle,Ventes repas midi
2026-05-13,300,0,300,1029240,54440,300,0,Salle,Ventes evenements
2026-05-13,1180,0,1180,1029240,54440,1180,0,Salle,Ventes bar
2026-05-13,0,620,-620,1029240,54440,0,620,Cuisine,Achats fournisseurs
2026-05-14,0,300,-300,1028610,54710,0,300,Cuisine,Achats fournisseurs
2026-05-14,610,0,610,1028610,54710,610,0,Salle,Ventes repas soir
2026-05-14,510,0,510,1028610,54710,510,0,Salle,Ventes evenements
2026-05-14,170,0,170,1028610,54710,170,0,Cuisine,Ventes plats a emporter
2026-05-15,960,0,960,1026410,54730,960,0,Salle,Ventes evenements
2026-05-15,310,0,310,1026410,54730,310,0,Salle,Ventes repas soir
2026-05-15,940,0,940,1026410,54730,940,0,Salle,Ventes repas midi
2026-05-15,0,140,-140,1026410,54730,0,140,Cuisine,Produits menagers
2026-05-15,0,3100,-3100,1026410,54730,0,3100,Administration,Salaires
2026-05-16,940,0,940,1032600,54790,940,0,Salle,Ventes repas midi
2026-05-16,930,0,930,1032600,54790,930,0,Cuisine,Ventes plats a emporter
2026-05-16,1830,0,1830,1032600,54790,1830,0,Salle,Ventes bar
2026-05-16,0,530,-530,1032600,54790,0,530,Cuisine,Achats fournisseurs
2026-05-16,0,180,-180,1032600,54790,0,180,Cuisine,Produits menagers
2026-05-18,900,0,900,1029700,54900,900,0,Salle,Ventes evenements
2026-05-18,0,190,-190,1029700,54900,0,190,Cuisine,Achats fournisseurs
2026-05-18,580,0,580,1029700,54900,580,0,Salle,Ventes bar
2026-05-18,750,0,750,1029700,54900,750,0,Salle,Ventes repas soir
2026-05-19,320,0,320,1037300,54860,320,0,Salle,Ventes repas midi
2026-05-19,530,0,530,1037300,54860,530,0,Salle,Ventes evenements
2026-05-19,650,0,650,1037300,54860,650,0,Salle,Ventes repas soir
2026-05-19,0,180,-180,1037300,54860,0,180,Cuisine,Achats fournisseurs
2026-05-20,940,0,940,1034370,54990,940,0,Salle,Ventes repas midi
2026-05-20,420,0,420,1034370,54990,420,0,Salle,Ventes bar
2026-05-20,560,0,560,1034370,54990,560,0,Salle,Ventes repas soir
2026-05-20,0,400,-400,1034370,54990,0,400,Administration,Marketing / Pub
2026-05-21,640,0,640,1033090,55080,640,0,Salle,Ventes bar
2026-05-21,880,0,880,1033090,55080,880,0,Salle,Ventes evenements
2026-05-21,1170,0,1170,1033090,55080,1170,0,Salle,Ventes repas midi
2026-05-22,0,3210,-3210,1035600,55310,0,3210,Administration,Salaires
2026-05-22,1670,0,1670,1035600,55310,1670,0,Salle,Ventes evenements
2026-05-22,0,150,-150,1035600,55310,0,150,Cuisine,Produits menagers
2026-05-22,0,540,-540,1035600,55310,0,540,Cuisine,Achats fournisseurs
2026-05-22,730,0,730,1035600,55310,730,0,Salle,Ventes repas midi
2026-05-22,530,0,530,1035600,55310,530,0,Salle,Ventes bar
2026-05-23,980,0,980,1039840,55330,980,0,Salle,Ventes bar
2026-05-23,800,0,800,1039840,55330,800,0,Cuisine,Ventes plats a emporter
2026-05-23,1900,0,1900,1039840,55330,1900,0,Salle,Ventes repas midi
2026-05-23,0,280,-280,1039840,55330,0,280,Cuisine,Achats fournisseurs
2026-05-24,0,130,-130,1042750,55280,0,130,Cuisine,Produits menagers
2026-05-25,730,0,730,1042880,55420,730,0,Salle,Ventes repas midi
2026-05-25,210,0,210,1042880,55420,210,0,Salle,Ventes bar
2026-05-25,560,0,560,1042880,55420,560,0,Cuisine,Ventes plats a emporter
2026-05-25,0,560,-560,1042880,55420,0,560,Cuisine,Achats fournisseurs
2026-05-26,800,0,800,1042780,55540,800,0,Salle,Ventes bar
2026-05-26,0,520,-520,1042780,55540,0,520,Cuisine,Achats fournisseurs
2026-05-26,1440,0,1440,1042780,55540,1440,0,Salle,Ventes repas soir
2026-05-26,730,0,730,1042780,55540,730,0,Salle,Ventes evenements
2026-05-27,0,490,-490,1045820,55410,0,490,Cuisine,Achats fournisseurs
2026-05-27,1680,0,1680,1045820,55410,1680,0,Salle,Ventes repas midi
2026-05-27,640,0,640,1045820,55410,640,0,Salle,Ventes evenements
2026-05-27,510,0,510,1045820,55410,510,0,Salle,Ventes bar
2026-05-28,870,0,870,1051290,55480,870,0,Cuisine,Ventes plats a emporter
2026-05-28,570,0,570,1051290,55480,570,0,Salle,Ventes bar
2026-05-28,0,380,-380,1051290,55480,0,380,Cuisine,Achats fournisseurs
2026-05-28,1490,0,1490,1051290,55480,1490,0,Salle,Ventes evenements
2026-05-29,0,2660,-2660,1051670,55520,0,2660,Administration,Salaires
2026-05-29,780,0,780,1051670,55520,780,0,Salle,Ventes repas midi
2026-05-29,970,0,970,1051670,55520,970,0,Cuisine,Ventes plats a emporter
2026-05-29,1780,0,1780,1051670,55520,1780,0,Salle,Ventes evenements
2026-05-29,0,670,-670,1051670,55520,0,670,Cuisine,Achats fournisseurs
2026-05-29,0,170,-170,1051670,55520,0,170,Cuisine,Produits menagers
2026-05-30,1930,0,1930,1048230,55470,1930,0,Salle,Ventes bar
2026-05-30,560,0,560,1048230,55470,560,0,Salle,Ventes evenements
2026-05-30,1220,0,1220,1048230,55470,1220,0,Salle,Ventes repas midi
2026-06-01,600,0,600,1045510,55730,600,0,Salle,Ventes repas midi
2026-06-01,300,0,300,1045510,55730,300,0,Salle,Ventes evenements
2026-06-01,1080,0,1080,1045510,55730,1080,0,Cuisine,Ventes plats a emporter
2026-06-01,0,140,-140,1045510,55730,0,140,Cuisine,Produits menagers
2026-06-01,0,2380,-2380,1045510,55730,0,2380,Administration,Loyer
2026-06-01,0,750,-750,1045510,55730,0,750,Administration,Electricite / Eau
2026-06-01,0,530,-530,1045510,55730,0,530,Cuisine,Gaz
2026-06-01,0,440,-440,1045510,55730,0,440,Administration,Taxes / Impots
2026-06-02,680,0,680,1052440,55590,680,0,Salle,Ventes repas midi
2026-06-02,680,0,680,1052440,55590,680,0,Salle,Ventes evenements
2026-06-02,1400,0,1400,1052440,55590,1400,0,Cuisine,Ventes plats a emporter
2026-06-03,0,410,-410,1058450,55720,0,410,Cuisine,Achats fournisseurs
2026-06-03,0,140,-140,1058450,55720,0,140,Cuisine,Produits menagers
2026-06-03,470,0,470,1058450,55720,470,0,Salle,Ventes repas soir
2026-06-03,1310,0,1310,1058450,55720,1310,0,Salle,Ventes evenements
2026-06-03,940,0,940,1058450,55720,940,0,Cuisine,Ventes plats a emporter
2026-06-04,1300,0,1300,1059450,55860,1300,0,Salle,Ventes bar
2026-06-04,950,0,950,1059450,55860,950,0,Salle,Ventes evenements
2026-06-04,1210,0,1210,1059450,55860,1210,0,Salle,Ventes repas midi
2026-06-04,0,200,-200,1059450,55860,0,200,Cuisine,Achats fournisseurs
2026-06-05,0,350,-350,1053410,55690,0,350,Administration,Marketing / Pub
2026-06-05,920,0,920,1053410,55690,920,0,Salle,Ventes repas soir
2026-06-05,500,0,500,1053410,55690,500,0,Salle,Ventes evenements
2026-06-05,530,0,530,1053410,55690,530,0,Cuisine,Ventes plats a emporter
2026-06-05,0,180,-180,1053410,55690,0,180,Cuisine,Produits menagers
2026-06-05,0,2580,-2580,1053410,55690,0,2580,Administration,Salaires
2026-06-06,1000,0,1000,1062320,55900,1000,0,Salle,Ventes evenements
2026-06-06,0,150,-150,1062320,55900,0,150,Cuisine,Produits menagers
2026-06-06,1210,0,1210,1062320,55900,1210,0,Salle,Ventes repas midi
2026-06-06,260,0,260,1062320,55900,260,0,Salle,Ventes bar
2026-06-07,0,320,-320,1057660,56070,0,320,Cuisine,Petit equipement
2026-06-07,0,700,-700,1057660,56070,0,700,Cuisine,Achats fournisseurs
2026-06-08,470,0,470,1061500,56140,470,0,Cuisine,Ventes plats a emporter
2026-06-08,570,0,570,1061500,56140,570,0,Salle,Ventes bar
2026-06-08,910,0,910,1061500,56140,910,0,Salle,Ventes evenements
2026-06-09,840,0,840,1061510,56160,840,0,Salle,Ventes repas soir
2026-06-09,430,0,430,1061510,56160,430,0,Salle,Ventes repas midi
2026-06-09,760,0,760,1061510,56160,760,0,Cuisine,Ventes plats a emporter
2026-06-09,0,290,-290,1061510,56160,0,290,Cuisine,Achats fournisseurs
2026-06-10,910,0,910,1060190,56030,910,0,Cuisine,Ventes plats a emporter
2026-06-10,1060,0,1060,1060190,56030,1060,0,Salle,Ventes repas midi
2026-06-10,1120,0,1120,1060190,56030,1120,0,Salle,Ventes bar
2026-06-10,0,200,-200,1060190,56030,0,200,Cuisine,Produits menagers
2026-06-11,1300,0,1300,1068440,55920,1300,0,Salle,Ventes evenements
2026-06-11,670,0,670,1068440,55920,670,0,Salle,Ventes bar
2026-06-11,1240,0,1240,1068440,55920,1240,0,Cuisine,Ventes plats a emporter
2026-06-12,0,3040,-3040,1063850,56050,0,3040,Administration,Salaires
2026-06-12,0,80,-80,1063850,56050,0,80,Cuisine,Produits menagers
2026-06-12,360,0,360,1063850,56050,360,0,Salle,Ventes bar
2026-06-12,1680,0,1680,1063850,56050,1680,0,Salle,Ventes evenements
2026-06-12,1350,0,1350,1063850,56050,1350,0,Salle,Ventes repas midi
2026-06-13,1110,0,1110,1073130,56290,1110,0,Salle,Ventes repas midi
2026-06-13,500,0,500,1073130,56290,500,0,Salle,Ventes bar
2026-06-13,1370,0,1370,1073130,56290,1370,0,Salle,Ventes evenements
2026-06-13,0,130,-130,1073130,56290,0,130,Cuisine,Produits menagers
2026-06-15,980,0,980,1071210,56170,980,0,Salle,Ventes bar
2026-06-15,950,0,950,1071210,56170,950,0,Salle,Ventes evenements
2026-06-15,1160,0,1160,1071210,56170,1160,0,Salle,Ventes repas midi
2026-06-16,730,0,730,1074030,56390,730,0,Salle,Ventes repas soir
2026-06-16,370,0,370,1074030,56390,370,0,Salle,Ventes repas midi
2026-06-16,1370,0,1370,1074030,56390,1370,0,Salle,Ventes bar
2026-06-16,0,420,-420,1074030,56390,0,420,Cuisine,Achats fournisseurs
2026-06-17,0,300,-300,1076220,56630,0,300,Cuisine,Achats fournisseurs
2026-06-17,1040,0,1040,1076220,56630,1040,0,Salle,Ventes bar
2026-06-17,1020,0,1020,1076220,56630,1020,0,Salle,Ventes evenements
2026-06-17,1060,0,1060,1076220,56630,1060,0,Salle,Ventes repas soir
2026-06-18,880,0,880,1078350,56450,880,0,Salle,Ventes repas midi
2026-06-18,1110,0,1110,1078350,56450,1110,0,Salle,Ventes bar
2026-06-18,1180,0,1180,1078350,56450,1180,0,Cuisine,Ventes plats a emporter
2026-06-19,970,0,970,1081470,56460,970,0,Salle,Ventes repas soir
2026-06-19,1070,0,1070,1081470,56460,1070,0,Salle,Ventes bar
2026-06-19,1360,0,1360,1081470,56460,1360,0,Cuisine,Ventes plats a emporter
2026-06-19,0,750,-750,1081470,56460,0,750,Cuisine,Achats fournisseurs
2026-06-19,0,3120,-3120,1081470,56460,0,3120,Administration,Salaires
2026-06-20,0,130,-130,1089070,56540,0,130,Cuisine,Produits menagers
2026-06-20,0,620,-620,1089070,56540,0,620,Cuisine,Achats fournisseurs
2026-06-20,0,390,-390,1089070,56540,0,390,Administration,Marketing / Pub
2026-06-20,520,0,520,1089070,56540,520,0,Salle,Ventes evenements
2026-06-20,1530,0,1530,1089070,56540,1530,0,Salle,Ventes repas soir
2026-06-20,2020,0,2020,1089070,56540,2020,0,Salle,Ventes repas midi
2026-06-21,0,660,-660,1079120,56610,0,660,Cuisine,Achats fournisseurs
2026-06-22,0,740,-740,1080850,56720,0,740,Cuisine,Achats fournisseurs
2026-06-22,590,0,590,1080850,56720,590,0,Cuisine,Ventes plats a emporter
2026-06-22,0,160,-160,1080850,56720,0,160,Cuisine,Produits menagers
2026-06-22,490,0,490,1080850,56720,490,0,Salle,Ventes bar
2026-06-22,470,0,470,1080850,56720,470,0,Salle,Ventes repas soir
2026-06-23,420,0,420,1083630,56990,420,0,Salle,Ventes evenements
2026-06-23,760,0,760,1083630,56990,760,0,Salle,Ventes bar
2026-06-23,810,0,810,1083630,56990,810,0,Cuisine,Ventes plats a emporter
2026-06-23,0,830,-830,1083630,56990,0,830,Cuisine,Achats fournisseurs
2026-06-24,1180,0,1180,1090640,57230,1180,0,Salle,Ventes evenements
2026-06-24,710,0,710,1090640,57230,710,0,Salle,Ventes bar
2026-06-24,1660,0,1660,1090640,57230,1660,0,Cuisine,Ventes plats a emporter
2026-06-25,0,110,-110,1088100,57320,0,110,Cuisine,Petit equipement
2026-06-25,0,460,-460,1088100,57320,0,460,Cuisine,Achats fournisseurs
2026-06-25,350,0,350,1088100,57320,350,0,Salle,Ventes repas midi
2026-06-25,390,0,390,1088100,57320,390,0,Cuisine,Ventes plats a emporter
2026-06-25,1170,0,1170,1088100,57320,1170,0,Salle,Ventes bar
2026-06-26,2080,0,2080,1088230,57550,2080,0,Salle,Ventes evenements
2026-06-26,890,0,890,1088230,57550,890,0,Cuisine,Ventes plats a emporter
2026-06-26,1300,0,1300,1088230,57550,1300,0,Salle,Ventes repas soir
2026-06-26,0,170,-170,1088230,57550,0,170,Cuisine,Produits menagers
2026-06-26,0,2120,-2120,1088230,57550,0,2120,Administration,Salaires
2026-06-27,1560,0,1560,1091900,57390,1560,0,Salle,Ventes repas midi
2026-06-27,1020,0,1020,1091900,57390,1020,0,Cuisine,Ventes plats a emporter
2026-06-27,1330,0,1330,1091900,57390,1330,0,Salle,Ventes repas soir
2026-06-27,0,670,-670,1091900,57390,0,670,Cuisine,Achats fournisseurs
2026-06-28,0,50,-50,1092560,57570,0,50,Cuisine,Produits menagers
2026-06-29,820,0,820,1100400,57380,820,0,Cuisine,Ventes plats a emporter
2026-06-29,0,830,-830,1100400,57380,0,830,Cuisine,Achats fournisseurs
2026-06-29,450,0,450,1100400,57380,450,0,Salle,Ventes repas midi
2026-06-29,740,0,740,1100400,57380,740,0,Salle,Ventes bar
2026-06-30,650,0,650,1094490,57260,650,0,Cuisine,Ventes plats a emporter
2026-06-30,370,0,370,1094490,57260,370,0,Salle,Ventes bar
2026-06-30,920,0,920,1094490,57260,920,0,Salle,Ventes repas midi
2026-06-30,0,330,-330,1094490,57260,0,330,Cuisine,Achats fournisseurs
2026-07-01,0,440,-440,1100020,57120,0,440,Cuisine,Gaz
2026-07-01,0,390,-390,1100020,57120,0,390,Administration,Taxes / Impots
2026-07-01,0,520,-520,1100020,57120,0,520,Administration,Assurances
2026-07-01,0,700,-700,1100020,57120,0,700,Administration,Electricite / Eau
2026-07-01,0,100,-100,1100020,57120,0,100,Salle,Maintenance
2026-07-01,0,120,-120,1100020,57120,0,120,Cuisine,Produits menagers
2026-07-01,1060,0,1060,1100020,57120,1060,0,Salle,Ventes evenements
2026-07-01,630,0,630,1100020,57120,630,0,Cuisine,Ventes plats a emporter
2026-07-01,1660,0,1660,1100020,57120,1660,0,Salle,Ventes bar
2026-07-01,0,2300,-2300,1100020,57120,0,2300,Administration,Loyer
2026-07-02,0,50,-50,1098030,57210,0,50,Cuisine,Produits menagers
2026-07-02,0,210,-210,1098030,57210,0,210,Cuisine,Achats fournisseurs
2026-07-02,900,0,900,1098030,57210,900,0,Cuisine,Ventes plats a emporter
2026-07-02,510,0,510,1098030,57210,510,0,Salle,Ventes repas soir
2026-07-02,1250,0,1250,1098030,57210,1250,0,Salle,Ventes evenements
2026-07-03,1590,0,1590,1100160,57390,1590,0,Salle,Ventes repas midi
2026-07-03,880,0,880,1100160,57390,880,0,Cuisine,Ventes plats a emporter
2026-07-03,1000,0,1000,1100160,57390,1000,0,Salle,Ventes evenements
2026-07-03,0,120,-120,1100160,57390,0,120,Cuisine,Produits menagers
2026-07-03,0,3230,-3230,1100160,57390,0,3230,Administration,Salaires
2026-07-04,1690,0,1690,1103190,57210,1690,0,Salle,Ventes evenements
2026-07-04,720,0,720,1103190,57210,720,0,Salle,Ventes repas midi
2026-07-04,1890,0,1890,1103190,57210,1890,0,Salle,Ventes bar
2026-07-04,0,550,-550,1103190,57210,0,550,Cuisine,Achats fournisseurs
2026-07-05,0,310,-310,1103490,57240,0,310,Administration,Marketing / Pub
2026-07-05,0,140,-140,1103490,57240,0,140,Cuisine,Produits menagers
2026-07-05,0,350,-350,1103490,57240,0,350,Cuisine,Achats fournisseurs
2026-07-06,1050,0,1050,1109220,57150,1050,0,Salle,Ventes repas soir
2026-07-06,890,0,890,1109220,57150,890,0,Salle,Ventes evenements
2026-07-06,1050,0,1050,1109220,57150,1050,0,Cuisine,Ventes plats a emporter
2026-07-06,0,270,-270,1109220,57150,0,270,Cuisine,Achats fournisseurs
2026-07-07,940,0,940,1104290,56960,940,0,Salle,Ventes bar
2026-07-07,280,0,280,1104290,56960,280,0,Cuisine,Ventes plats a emporter
2026-07-07,750,0,750,1104290,56960,750,0,Salle,Ventes repas soir
2026-07-07,0,610,-610,1104290,56960,0,610,Cuisine,Achats fournisseurs
2026-07-08,1590,0,1590,1106860,56950,1590,0,Salle,Ventes repas soir
2026-07-08,760,0,760,1106860,56950,760,0,Cuisine,Ventes plats a emporter
2026-07-08,560,0,560,1106860,56950,560,0,Salle,Ventes evenements
2026-07-08,0,760,-760,1106860,56950,0,760,Cuisine,Achats fournisseurs
2026-07-09,0,140,-140,1107960,57010,0,140,Salle,Maintenance
2026-07-09,1340,0,1340,1107960,57010,1340,0,Salle,Ventes repas soir
2026-07-09,0,60,-60,1107960,57010,0,60,Cuisine,Produits menagers
2026-07-09,1480,0,1480,1107960,57010,1480,0,Salle,Ventes repas midi
2026-07-09,790,0,790,1107960,57010,790,0,Cuisine,Ventes plats a emporter
2026-07-10,1020,0,1020,1108140,57280,1020,0,Cuisine,Ventes plats a emporter
2026-07-10,600,0,600,1108140,57280,600,0,Salle,Ventes bar
2026-07-10,1110,0,1110,1108140,57280,1110,0,Salle,Ventes repas soir
2026-07-10,0,130,-130,1108140,57280,0,130,Cuisine,Produits menagers
2026-07-10,0,2150,-2150,1108140,57280,0,2150,Administration,Salaires
2026-07-11,1070,0,1070,1112470,57270,1070,0,Salle,Ventes repas soir
2026-07-11,1080,0,1080,1112470,57270,1080,0,Salle,Ventes evenements
2026-07-11,1200,0,1200,1112470,57270,1200,0,Cuisine,Ventes plats a emporter
2026-07-11,0,210,-210,1112470,57270,0,210,Cuisine,Achats fournisseurs
2026-07-13,450,0,450,1118810,57330,450,0,Salle,Ventes repas midi
2026-07-13,0,660,-660,1118810,57330,0,660,Cuisine,Achats fournisseurs
2026-07-13,550,0,550,1118810,57330,550,0,Salle,Ventes repas soir
2026-07-13,430,0,430,1118810,57330,430,0,Salle,Ventes bar
2026-07-14,840,0,840,1116930,57550,840,0,Salle,Ventes repas midi
2026-07-14,260,0,260,1116930,57550,260,0,Cuisine,Ventes plats a emporter
2026-07-14,960,0,960,1116930,57550,960,0,Salle,Ventes repas soir
2026-07-14,0,380,-380,1116930,57550,0,380,Cuisine,Achats fournisseurs
2026-07-14,0,210,-210,1116930,57550,0,210,Salle,Maintenance
2026-07-15,0,170,-170,1117440,57540,0,170,Cuisine,Produits menagers
2026-07-15,0,350,-350,1117440,57540,0,350,Cuisine,Achats fournisseurs
2026-07-15,750,0,750,1117440,57540,750,0,Salle,Ventes repas midi
2026-07-15,1320,0,1320,1117440,57540,1320,0,Salle,Ventes bar
2026-07-15,960,0,960,1117440,57540,960,0,Salle,Ventes repas soir
2026-07-16,1060,0,1060,1127210,57620,1060,0,Cuisine,Ventes plats a emporter
2026-07-16,440,0,440,1127210,57620,440,0,Salle,Ventes repas midi
2026-07-16,1020,0,1020,1127210,57620,1020,0,Salle,Ventes repas soir
2026-07-17,0,610,-610,1123930,57750,0,610,Cuisine,Achats fournisseurs
2026-07-17,1810,0,1810,1123930,57750,1810,0,Salle,Ventes bar
2026-07-17,0,2650,-2650,1123930,57750,0,2650,Administration,Salaires
2026-07-17,980,0,980,1123930,57750,980,0,Salle,Ventes repas midi
2026-07-17,760,0,760,1123930,57750,760,0,Salle,Ventes repas soir
2026-07-18,630,0,630,1130780,57720,630,0,Salle,Ventes bar
2026-07-18,1080,0,1080,1130780,57720,1080,0,Salle,Ventes evenements
2026-07-18,1420,0,1420,1130780,57720,1420,0,Cuisine,Ventes plats a emporter
2026-07-18,0,280,-280,1130780,57720,0,280,Cuisine,Achats fournisseurs
2026-07-20,1350,0,1350,1133630,57660,1350,0,Salle,Ventes bar
2026-07-20,570,0,570,1133630,57660,570,0,Salle,Ventes repas midi
2026-07-20,0,250,-250,1133630,57660,0,250,Cuisine,Achats fournisseurs
2026-07-20,0,200,-200,1133630,57660,0,200,Administration,Marketing / Pub
2026-07-20,1220,0,1220,1133630,57660,1220,0,Salle,Ventes repas soir
2026-07-21,600,0,600,1128950,57510,600,0,Salle,Ventes repas soir
2026-07-21,630,0,630,1128950,57510,630,0,Salle,Ventes bar
2026-07-21,1510,0,1510,1128950,57510,1510,0,Salle,Ventes repas midi
2026-07-21,0,300,-300,1128950,57510,0,300,Cuisine,Achats fournisseurs
2026-07-22,0,510,-510,1131660,57430,0,510,Cuisine,Achats fournisseurs
2026-07-22,0,190,-190,1131660,57430,0,190,Salle,Maintenance
2026-07-22,1530,0,1530,1131660,57430,1530,0,Salle,Ventes repas soir
2026-07-22,990,0,990,1131660,57430,990,0,Salle,Ventes bar
2026-07-22,960,0,960,1131660,57430,960,0,Cuisine,Ventes plats a emporter
2026-07-23,870,0,870,1139710,57710,870,0,Salle,Ventes repas midi
2026-07-23,320,0,320,1139710,57710,320,0,Cuisine,Ventes plats a emporter
2026-07-23,630,0,630,1139710,57710,630,0,Salle,Ventes evenements
2026-07-23,0,580,-580,1139710,57710,0,580,Cuisine,Achats fournisseurs
2026-07-24,0,3370,-3370,1130730,57900,0,3370,Administration,Salaires
2026-07-24,860,0,860,1130730,57900,860,0,Salle,Ventes bar
2026-07-24,1090,0,1090,1130730,57900,1090,0,Cuisine,Ventes plats a emporter
2026-07-24,510,0,510,1130730,57900,510,0,Salle,Ventes repas midi
2026-07-25,840,0,840,1134030,57870,840,0,Cuisine,Ventes plats a emporter
2026-07-25,580,0,580,1134030,57870,580,0,Salle,Ventes repas soir
2026-07-25,810,0,810,1134030,57870,810,0,Salle,Ventes bar
2026-07-26,0,110,-110,1132750,58150,0,110,Cuisine,Produits menagers
2026-07-27,0,70,-70,1140940,58070,0,70,Cuisine,Produits menagers
2026-07-27,0,180,-180,1140940,58070,0,180,Cuisine,Petit equipement
2026-07-27,0,280,-280,1140940,58070,0,280,Cuisine,Achats fournisseurs
2026-07-27,1120,0,1120,1140940,58070,1120,0,Cuisine,Ventes plats a emporter
2026-07-27,420,0,420,1140940,58070,420,0,Salle,Ventes bar
2026-07-27,1300,0,1300,1140940,58070,1300,0,Salle,Ventes repas soir
2026-07-28,830,0,830,1142380,58100,830,0,Salle,Ventes evenements
2026-07-28,250,0,250,1142380,58100,250,0,Salle,Ventes repas soir
2026-07-28,780,0,780,1142380,58100,780,0,Salle,Ventes bar
2026-07-28,0,710,-710,1142380,58100,0,710,Cuisine,Achats fournisseurs
2026-07-29,0,280,-280,1138450,58170,0,280,Cuisine,Petit equipement
2026-07-29,0,100,-100,1138450,58170,0,100,Cuisine,Produits menagers
2026-07-29,1010,0,1010,1138450,58170,1010,0,Salle,Ventes repas midi
2026-07-29,680,0,680,1138450,58170,680,0,Salle,Ventes bar
2026-07-29,430,0,430,1138450,58170,430,0,Salle,Ventes evenements
2026-07-30,560,0,560,1139350,58160,560,0,Salle,Ventes repas midi
2026-07-30,650,0,650,1139350,58160,650,0,Salle,Ventes repas soir
2026-07-30,890,0,890,1139350,58160,890,0,Salle,Ventes evenements
2026-07-30,0,310,-310,1139350,58160,0,310,Cuisine,Achats fournisseurs
2026-07-31,0,2440,-2440,1146430,58240,0,2440,Administration,Salaires
2026-07-31,0,400,-400,1146430,58240,0,400,Cuisine,Achats fournisseurs
2026-07-31,1270,0,1270,1146430,58240,1270,0,Salle,Ventes repas soir
2026-07-31,1120,0,1120,1146430,58240,1120,0,Salle,Ventes evenements
2026-07-31,1340,0,1340,1146430,58240,1340,0,Salle,Ventes repas midi
2026-08-01,450,0,450,1137730,58310,450,0,Salle,Ventes bar
2026-08-01,760,0,760,1137730,58310,760,0,Salle,Ventes repas soir
