Transaction_ID,Transaction_Date,Year,Month,City,Country,Postal_Code,Neighborhood,Property_Type,Property_Status,Condition,Year_Built,Area_Sqm,Rooms,Bedrooms,Bathrooms,Price_EUR,Monthly_Rent_EUR,Annual_Rental_Yield_Pct,Price_Per_Sqm_EUR,GDP_Growth_Pct,Inflation_Rate_Pct,Interest_Rate_Pct,Unemployment_Rate_Pct,Consumer_Confidence,Construction_Permits,New_Constructions,Demand_Score,Supply_Score,Market_Balance,Is_Hotspot,Internet_Type,Has_Parking,Has_Elevator,Public_Transport,Schools_Nearby,Shops_Nearby
RE001035,2020-08-22,2020,8,Lille,France,58404,Sud,Duplex,En construction,Tres bon etat,2009,232,5,4,1,982000,0,0.0,4232.76,-1.3,2.4,3.4,9.9,78,6302,3872,53,28,Demande > Offre,Non,Fibre 1Gbps,Non,Non,Moyen (5-15 min),Oui,Non
RE001036,2022-11-25,2022,11,Chicago,USA,21151,Sud,Loft,A vendre,Tres bon etat,1947,709,7,6,5,5245000,0,0.0,7397.74,4.0,5.5,3.9,7.4,93,1856,2677,32,72,Offre > Demande,Non,Fibre 500Mbps,Oui,Non,Loin (plus 15 min),Non,Oui
RE001037,2024-05-15,2024,5,Manchester,UK,18418,Quartier d'affaires,Studio,A louer,A renover,2007,61,1,1,1,80000,250,3.8,1311.48,-1.6,4.3,2.1,8.6,60,1704,4913,61,70,Offre > Demande,Non,Fibre 1Gbps,Non,Non,Proche (moins 5 min),Non,Non
RE001038,2025-06-05,2025,6,Montpellier,France,13526,Ouest,Villa,A vendre,A renover,1957,369,7,6,5,1536000,0,0.0,4162.6,4.0,6.1,5.2,3.7,62,1025,2133,65,60,Demande > Offre,Non,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Oui,Oui
RE001039,2024-03-25,2024,3,Singapore,Singapore,41986,Quartier d'affaires,Local Commercial,Vendu,Tres bon etat,2013,677,1,0,1,5974000,0,0.0,8824.22,-0.8,2.9,3.0,9.9,53,3995,439,64,21,Demande > Offre,Non,Fibre 500Mbps,Non,Non,Moyen (5-15 min),Non,Non
RE001040,2023-05-03,2023,5,Nice,France,80316,Nord,Studio,A louer,Neuf,1905,128,1,1,1,740000,3900,6.3,5781.25,1.1,1.0,5.4,5.8,65,4106,2350,78,27,Demande > Offre,Oui,Fibre 1Gbps,Non,Oui,Proche (moins 5 min),Oui,Oui
RE001041,2022-08-20,2022,8,Hong Kong,China,96184,Nord,Penthouse,A louer,Ancien,1904,353,4,3,1,5232000,14750,3.4,14821.53,3.3,3.4,1.6,10.0,76,3741,3452,31,50,Offre > Demande,Non,Fibre 1Gbps,Non,Oui,Loin (plus 15 min),Non,Oui
RE001042,2025-03-23,2025,3,Sharjah,UAE,87661,Est,Bureau,A vendre,Neuf,1923,488,8,0,1,2395000,0,0.0,4907.79,-0.2,5.9,4.9,11.7,50,7583,985,85,50,Demande > Offre,Oui,ADSL,Non,Non,Proche (moins 5 min),Non,Oui
RE001043,2022-01-08,2022,1,Houston,USA,70132,Centre,Local Commercial,En construction,Neuf,1997,430,2,0,1,2893000,0,0.0,6727.91,3.6,2.8,2.3,6.3,88,7843,1211,80,64,Demande > Offre,Oui,ADSL,Non,Non,Proche (moins 5 min),Oui,Non
RE001044,2024-10-18,2024,10,Abu Dhabi,UAE,20256,Sud,Bureau,En construction,Ancien,1988,506,2,0,1,1886000,0,0.0,3727.27,1.0,4.9,3.0,4.2,75,6353,3659,58,23,Demande > Offre,Non,ADSL,Non,Non,Moyen (5-15 min),Oui,Non
RE001045,2021-02-07,2021,2,Chicago,USA,81364,Quartier d'affaires,Loft,A louer,Tres bon etat,1993,1885,1,1,1,11022000,70150,7.6,5847.21,3.3,2.7,2.9,3.6,69,6505,3173,52,83,Offre > Demande,Non,Sans fil,Oui,Non,Loin (plus 15 min),Oui,Oui
RE001046,2023-04-30,2023,4,Montpellier,France,19387,Quartier d'affaires,Duplex,Vendu,Neuf,1922,478,3,2,2,3316000,0,0.0,6937.24,-1.2,3.5,3.7,6.8,76,4391,3975,33,52,Offre > Demande,Non,Sans fil,Non,Non,Moyen (5-15 min),Non,Non
RE001047,2020-03-30,2020,3,Houston,USA,59467,Sud,Appartement,A louer,Ancien,1962,27,3,2,1,71000,250,4.2,2629.63,3.9,6.2,3.9,4.6,59,9829,980,51,81,Offre > Demande,Non,Fibre 1Gbps,Non,Non,Loin (plus 15 min),Oui,Non
RE001048,2020-09-20,2020,9,Marseille,France,44632,Centre,Duplex,A vendre,Neuf,1974,460,8,7,2,2959000,0,0.0,6432.61,1.6,2.6,1.6,4.7,55,8889,985,87,71,Demande > Offre,Oui,Fibre 1Gbps,Non,Non,Moyen (5-15 min),Non,Non
RE001049,2026-06-19,2026,6,Dubai,UAE,47337,Quartier d'affaires,Entrepot,A louer,Tres bon etat,1940,1429,1,0,1,7267000,21950,3.6,5085.37,-0.0,6.9,5.0,11.9,72,8566,827,43,21,Demande > Offre,Non,Sans fil,Oui,Non,Moyen (5-15 min),Oui,Non
RE001050,2024-07-22,2024,7,Philadelphia,USA,22414,Quartier residentiel,Studio,Vendu,A renover,1976,44,1,1,1,76000,0,0.0,1727.27,-0.8,7.0,3.1,6.8,69,6825,1835,92,84,Demande > Offre,Non,Fibre 1Gbps,Oui,Oui,Loin (plus 15 min),Oui,Non
RE001051,2025-12-12,2025,12,New York,USA,16207,Peripherie,Studio,Loue,A renover,1909,23,1,1,1,88000,500,6.8,3826.09,2.9,1.4,2.1,11.9,62,7007,1037,60,29,Demande > Offre,Non,Sans fil,Non,Non,Loin (plus 15 min),Oui,Oui
RE001052,2023-06-25,2023,6,Toronto,Canada,17377,Sud,Bureau,Vendu,Bon etat,1976,738,3,0,1,3113000,0,0.0,4218.16,1.5,3.1,3.1,11.7,65,9892,4850,45,39,Demande > Offre,Non,Sans fil,Non,Non,Loin (plus 15 min),Oui,Oui
RE001053,2021-08-18,2021,8,London,UK,54829,Peripherie,Bureau,A louer,Ancien,2006,328,2,0,1,1490000,9200,7.4,4542.68,-1.5,6.0,5.9,11.5,66,8186,3498,52,33,Demande > Offre,Non,Fibre 500Mbps,Oui,Non,Moyen (5-15 min),Oui,Oui
RE001054,2026-01-29,2026,1,Liverpool,UK,40575,Est,Penthouse,Vendu,Ancien,1992,216,3,2,1,1097000,0,0.0,5078.7,0.7,6.3,4.0,3.1,99,7805,4947,81,86,Offre > Demande,Oui,ADSL,Oui,Non,Loin (plus 15 min),Non,Non
RE001055,2026-06-30,2026,6,Hong Kong,China,70924,Nord,Loft,Loue,Neuf,1989,1693,1,1,1,17523000,100500,6.9,10350.27,-0.7,5.4,4.8,3.8,75,8426,577,38,46,Offre > Demande,Non,Fibre 500Mbps,Non,Non,Proche (moins 5 min),Non,Non
RE001056,2020-04-27,2020,4,Dubai,UAE,27836,Peripherie,Bureau,A vendre,Bon etat,1990,722,4,0,1,3908000,0,0.0,5412.74,-1.1,1.8,1.9,10.7,67,1641,4352,59,27,Demande > Offre,Non,Sans fil,Oui,Non,Proche (moins 5 min),Oui,Non
RE001057,2023-07-04,2023,7,Austin,USA,11889,Peripherie,Local Commercial,A louer,Bon etat,1937,152,5,0,1,885000,5800,7.9,5822.37,4.1,2.5,4.3,9.0,60,4679,2054,77,20,Demande > Offre,Oui,ADSL,Non,Non,Moyen (5-15 min),Non,Oui
RE001058,2021-04-28,2021,4,Sharjah,UAE,65810,Peripherie,Penthouse,Vendu,Ancien,1978,256,5,4,1,1284000,0,0.0,5015.62,-0.7,4.5,4.5,11.1,79,737,2670,69,37,Demande > Offre,Non,ADSL,Non,Oui,Loin (plus 15 min),Oui,Oui
RE001059,2024-04-28,2024,4,Nice,France,97477,Peripherie,Appartement,Vendu,Ancien,1940,71,3,2,2,244000,0,0.0,3436.62,4.9,0.8,5.8,5.2,74,6352,3595,84,42,Demande > Offre,Non,Fibre 500Mbps,Non,Oui,Proche (moins 5 min),Non,Oui
RE001060,2026-05-18,2026,5,San Antonio,USA,22172,Peripherie,Local Commercial,En construction,Neuf,1986,246,10,0,1,1753000,0,0.0,7126.02,0.1,2.6,4.2,4.3,50,6302,3528,52,85,Offre > Demande,Non,Fibre 500Mbps,Non,Non,Moyen (5-15 min),Oui,Oui
RE001061,2023-05-13,2023,5,Singapore,Singapore,80621,Sud,Studio,A vendre,Bon etat,1960,85,1,1,1,391000,0,0.0,4600.0,0.7,7.3,2.3,3.3,77,6030,2409,52,56,Offre > Demande,Non,Fibre 500Mbps,Oui,Non,Loin (plus 15 min),Oui,Non
RE001062,2023-11-08,2023,11,Lyon,France,68951,Est,Studio,A louer,Bon etat,1973,107,1,1,1,334000,2000,7.2,3121.5,2.4,7.5,5.0,11.9,88,4556,3978,31,51,Offre > Demande,Non,Sans fil,Non,Non,Moyen (5-15 min),Oui,Non
RE001063,2021-01-28,2021,1,Dubai,UAE,63065,Ouest,Appartement,En construction,Ancien,2002,86,4,3,1,286000,0,0.0,3325.58,2.1,4.9,2.4,8.0,79,3577,2300,66,71,Offre > Demande,Non,Sans fil,Non,Non,Moyen (5-15 min),Non,Non
RE001064,2020-03-08,2020,3,Bristol,UK,23958,Quartier d'affaires,Appartement,En construction,Bon etat,1910,130,5,4,1,484000,0,0.0,3723.08,-1.8,6.2,5.0,5.3,95,7440,890,73,70,Demande > Offre,Non,Sans fil,Non,Non,Moyen (5-15 min),Non,Oui
RE001065,2023-10-19,2023,10,Nice,France,81148,Quartier residentiel,Appartement,Vendu,Bon etat,1984,44,4,3,2,169000,0,0.0,3840.91,-0.7,2.6,2.0,11.7,89,7226,4764,71,22,Demande > Offre,Non,ADSL,Non,Oui,Loin (plus 15 min),Non,Non
RE001066,2024-07-31,2024,7,Sydney,Australia,40058,Quartier d'affaires,Penthouse,A louer,Bon etat,2005,229,3,2,1,2083000,9000,5.2,9096.07,1.3,5.8,3.9,11.1,78,2137,2513,34,36,Offre > Demande,Non,ADSL,Oui,Oui,Loin (plus 15 min),Non,Non
RE001067,2024-10-18,2024,10,Los Angeles,USA,59334,Est,Local Commercial,En construction,Tres bon etat,1997,123,7,0,1,1101000,0,0.0,8951.22,3.3,3.6,3.8,3.5,74,3309,2696,95,64,Demande > Offre,Oui,Fibre 500Mbps,Oui,Non,Loin (plus 15 min),Oui,Oui
RE001068,2020-11-21,2020,11,Lille,France,67576,Quartier residentiel,Entrepot,A louer,Ancien,2023,882,2,0,1,1359000,5050,4.5,1540.82,4.4,6.9,1.7,10.8,95,8123,3815,74,87,Offre > Demande,Non,Sans fil,Non,Non,Proche (moins 5 min),Oui,Non
RE001069,2023-09-03,2023,9,Bristol,UK,29225,Centre,Studio,Vendu,Bon etat,1932,128,1,1,1,309000,0,0.0,2414.06,0.8,6.4,2.9,9.6,65,3911,909,39,39,Equilibre,Non,Fibre 500Mbps,Oui,Non,Moyen (5-15 min),Non,Oui
RE001070,2025-05-06,2025,5,Toulouse,France,68784,Sud,Maison,Loue,Bon etat,2010,308,5,4,3,1085000,4650,5.1,3522.73,2.7,7.2,2.9,11.5,78,8917,2615,35,85,Offre > Demande,Non,Sans fil,Non,Non,Moyen (5-15 min),Non,Non
RE001071,2023-01-21,2023,1,Dallas,USA,95205,Sud,Loft,Vendu,Ancien,1917,1918,9,8,5,8263000,0,0.0,4308.13,1.2,2.4,5.1,3.2,98,4032,3951,79,79,Equilibre,Oui,Sans fil,Non,Non,Moyen (5-15 min),Oui,Non
RE001072,2021-09-07,2021,9,Lyon,France,72916,Quartier residentiel,Bureau,Loue,Ancien,1939,413,2,0,1,1559000,5850,4.5,3774.82,-1.5,6.2,4.8,8.9,63,1073,4869,37,24,Demande > Offre,Non,Fibre 1Gbps,Non,Non,Loin (plus 15 min),Oui,Non
RE001073,2024-03-06,2024,3,Liverpool,UK,56801,Nord,Studio,En construction,Tres bon etat,1943,94,1,1,1,329000,0,0.0,3500.0,2.6,3.7,2.2,11.6,62,2232,3421,85,24,Demande > Offre,Oui,Fibre 1Gbps,Oui,Non,Moyen (5-15 min),Oui,Oui
RE001074,2020-10-14,2020,10,Toulouse,France,42180,Est,Entrepot,A vendre,A renover,2005,1743,6,0,1,2721000,0,0.0,1561.1,2.2,4.8,4.7,10.5,55,1521,4536,43,60,Offre > Demande,Non,Fibre 500Mbps,Non,Non,Moyen (5-15 min),Non,Non
RE001075,2020-11-09,2020,11,Austin,USA,50162,Quartier d'affaires,Bureau,En construction,A renover,1965,485,2,0,1,1311000,0,0.0,2703.09,3.0,6.0,3.1,9.0,100,6381,4535,48,22,Demande > Offre,Non,ADSL,Oui,Non,Moyen (5-15 min),Non,Non
RE001076,2024-03-15,2024,3,Lyon,France,79042,Peripherie,Loft,A vendre,Tres bon etat,1988,1671,3,2,1,10101000,0,0.0,6044.88,-0.7,3.7,2.4,3.2,67,7983,2032,84,42,Demande > Offre,Oui,Fibre 500Mbps,Oui,Non,Moyen (5-15 min),Oui,Non
RE001077,2020-10-02,2020,10,Houston,USA,21565,Quartier residentiel,Duplex,A louer,A renover,1939,96,5,4,4,317000,1550,5.9,3302.08,-1.4,3.9,4.7,6.1,66,7558,2501,68,36,Demande > Offre,Non,Fibre 1Gbps,Oui,Non,Moyen (5-15 min),Non,Non
RE001078,2021-02-26,2021,2,Lyon,France,98106,Nord,Studio,Vendu,Tres bon etat,1982,149,1,1,1,541000,0,0.0,3630.87,3.2,5.7,5.3,6.7,81,7949,2527,42,46,Offre > Demande,Non,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Oui,Oui
RE001079,2021-08-01,2021,8,Birmingham,UK,77386,Ouest,Studio,En construction,Bon etat,1998,88,1,1,1,158000,0,0.0,1795.45,4.7,7.5,4.9,6.3,60,2048,4055,71,63,Demande > Offre,Non,Fibre 1Gbps,Non,Oui,Proche (moins 5 min),Non,Non
RE001080,2024-01-18,2024,1,Singapore,Singapore,24496,Quartier residentiel,Bureau,En construction,Tres bon etat,1922,403,10,0,1,3076000,0,0.0,7632.75,2.1,2.8,4.8,8.1,85,772,504,55,88,Offre > Demande,Non,Fibre 1Gbps,Non,Non,Moyen (5-15 min),Oui,Non
RE001081,2021-06-04,2021,6,Toronto,Canada,32681,Est,Villa,En construction,Bon etat,2012,132,8,7,5,817000,0,0.0,6189.39,4.8,6.9,5.2,9.6,56,2940,568,95,60,Demande > Offre,Oui,Fibre 500Mbps,Non,Non,Proche (moins 5 min),Non,Oui
RE001082,2020-12-22,2020,12,Dallas,USA,62635,Peripherie,Studio,Vendu,Bon etat,1942,83,1,1,1,174000,0,0.0,2096.39,-1.6,2.2,1.9,10.3,68,268,3734,86,88,Offre > Demande,Non,Fibre 1Gbps,Oui,Oui,Loin (plus 15 min),Non,Non
RE001083,2026-02-26,2026,2,Austin,USA,96985,Ouest,Penthouse,Vendu,Bon etat,1930,266,6,5,4,2681000,0,0.0,10078.95,3.5,6.1,1.9,8.3,59,6761,4948,64,63,Demande > Offre,Non,Fibre 500Mbps,Oui,Non,Moyen (5-15 min),Oui,Oui
RE001084,2020-04-03,2020,4,Bristol,UK,23715,Quartier residentiel,Duplex,En construction,Neuf,1902,433,7,6,1,3680000,0,0.0,8498.85,-0.2,6.5,1.6,7.8,76,8348,1081,49,30,Demande > Offre,Non,Sans fil,Non,Non,Loin (plus 15 min),Non,Oui
RE001085,2024-04-09,2024,4,Vancouver,Canada,84511,Quartier residentiel,Villa,Loue,Bon etat,1980,95,7,6,2,806000,5150,7.7,8484.21,-1.4,0.5,2.7,5.1,92,5862,4082,46,36,Demande > Offre,Non,Sans fil,Oui,Non,Loin (plus 15 min),Oui,Oui
RE001086,2021-08-20,2021,8,Lyon,France,16111,Quartier d'affaires,Loft,Vendu,Tres bon etat,1963,1344,6,5,5,9167000,0,0.0,6820.68,4.6,1.6,2.7,5.7,61,832,2763,95,22,Demande > Offre,Oui,Fibre 500Mbps,Non,Non,Proche (moins 5 min),Non,Oui
RE001087,2023-03-25,2023,3,Tokyo,Japan,13759,Nord,Villa,Vendu,Bon etat,2000,214,3,2,2,1822000,0,0.0,8514.02,4.7,3.5,5.9,11.7,52,9595,240,62,30,Demande > Offre,Non,ADSL,Non,Non,Moyen (5-15 min),Non,Oui
RE001088,2020-05-24,2020,5,Strasbourg,France,60977,Ouest,Penthouse,Loue,Ancien,1965,260,4,3,1,1572000,10000,7.6,6046.15,1.1,7.1,2.7,9.3,89,3993,656,56,69,Offre > Demande,Non,Fibre 1Gbps,Non,Oui,Proche (moins 5 min),Oui,Oui
RE001089,2021-02-04,2021,2,Chicago,USA,82877,Quartier residentiel,Appartement,A vendre,A renover,1935,91,4,3,3,287000,0,0.0,3153.85,-0.5,0.6,2.6,9.8,96,4300,4318,71,51,Demande > Offre,Non,Fibre 500Mbps,Non,Non,Proche (moins 5 min),Oui,Non
RE001090,2025-02-25,2025,2,Sydney,Australia,16262,Ouest,Studio,A louer,Ancien,1916,98,1,1,1,334000,2050,7.4,3408.16,4.7,3.6,2.1,3.5,86,5529,1860,46,70,Offre > Demande,Non,Sans fil,Oui,Non,Loin (plus 15 min),Non,Non
RE001091,2023-09-20,2023,9,Glasgow,UK,96616,Nord,Entrepot,A louer,Ancien,1999,541,6,0,1,1219000,3850,3.8,2253.23,4.3,5.9,5.5,9.8,57,8733,1838,49,51,Offre > Demande,Non,ADSL,Oui,Non,Proche (moins 5 min),Non,Non
RE001092,2024-10-15,2024,10,Hong Kong,China,49062,Quartier residentiel,Bureau,En construction,Neuf,1964,469,8,0,1,5007000,0,0.0,10675.91,3.6,2.1,5.9,9.6,86,5432,4759,90,62,Demande > Offre,Oui,Fibre 500Mbps,Oui,Non,Proche (moins 5 min),Non,Oui
RE001093,2020-11-28,2020,11,Dubai,UAE,52254,Ouest,Penthouse,Loue,Ancien,1989,303,4,3,3,2459000,13400,6.5,8115.51,4.8,1.2,4.4,9.4,68,8727,3210,50,74,Offre > Demande,Non,Sans fil,Non,Oui,Loin (plus 15 min),Oui,Non
RE001094,2024-10-04,2024,10,San Antonio,USA,53862,Sud,Loft,A vendre,Bon etat,2000,1455,7,6,3,5861000,0,0.0,4028.18,1.1,7.2,4.1,7.0,88,7092,1996,31,26,Demande > Offre,Non,Fibre 500Mbps,Non,Non,Loin (plus 15 min),Oui,Oui
RE001095,2021-03-27,2021,3,Liverpool,UK,35122,Centre,Maison,A louer,A renover,1973,468,8,7,3,1121000,4100,4.4,2395.3,-1.1,2.6,3.7,9.7,69,9933,1421,91,68,Demande > Offre,Oui,Sans fil,Oui,Non,Loin (plus 15 min),Non,Non
RE001096,2020-07-20,2020,7,Nantes,France,93069,Centre,Loft,En construction,Bon etat,2016,216,4,3,1,637000,0,0.0,2949.07,0.3,2.1,4.7,6.4,83,6639,3328,92,33,Demande > Offre,Oui,ADSL,Non,Non,Moyen (5-15 min),Non,Non
RE001097,2020-03-05,2020,3,Birmingham,UK,42118,Nord,Duplex,Loue,Bon etat,1962,100,7,6,4,395000,1200,3.6,3950.0,-1.0,5.2,4.7,6.6,94,4997,4747,38,33,Demande > Offre,Non,Fibre 500Mbps,Non,Non,Moyen (5-15 min),Non,Oui
RE001098,2025-08-15,2025,8,Leeds,UK,15580,Nord,Maison,A vendre,Tres bon etat,1971,262,5,4,2,1265000,0,0.0,4828.24,4.1,4.6,1.4,4.4,61,6928,2178,57,67,Offre > Demande,Non,Sans fil,Non,Non,Loin (plus 15 min),Non,Non
RE001099,2024-06-07,2024,6,Paris,France,68433,Centre,Bureau,En construction,Ancien,1985,401,2,0,1,2259000,0,0.0,5633.42,-1.5,4.1,2.9,4.4,93,4643,2498,42,59,Offre > Demande,Non,Fibre 500Mbps,Non,Non,Proche (moins 5 min),Oui,Non
RE001100,2023-02-02,2023,2,Vancouver,Canada,80975,Nord,Local Commercial,En construction,Bon etat,1966,739,4,0,1,5579000,0,0.0,7549.39,1.0,3.3,2.6,11.1,80,407,3012,71,58,Demande > Offre,Non,ADSL,Oui,Non,Loin (plus 15 min),Non,Oui
RE001101,2024-11-04,2024,11,Hong Kong,China,71702,Quartier d'affaires,Maison,A vendre,Tres bon etat,1922,252,6,5,5,2879000,0,0.0,11424.6,2.3,7.2,3.4,11.5,94,4048,2494,44,64,Offre > Demande,Non,Fibre 500Mbps,Non,Non,Loin (plus 15 min),Non,Non
RE001102,2021-05-26,2021,5,Toulouse,France,97030,Centre,Maison,A louer,A renover,1959,143,5,4,3,476000,2400,6.1,3328.67,-0.2,5.5,5.1,8.9,94,8890,4012,47,42,Demande > Offre,Non,ADSL,Non,Non,Moyen (5-15 min),Non,Non
RE001103,2022-11-08,2022,11,Strasbourg,France,39261,Ouest,Loft,En construction,A renover,1912,1527,8,7,3,5254000,0,0.0,3440.73,1.3,5.1,2.6,5.1,59,8888,3054,77,64,Demande > Offre,Oui,Fibre 1Gbps,Non,Non,Moyen (5-15 min),Non,Non
RE001104,2024-01-23,2024,1,Sharjah,UAE,22808,Quartier residentiel,Duplex,A vendre,Bon etat,1998,102,4,3,3,453000,0,0.0,4441.18,-0.3,6.1,4.3,11.7,69,7375,65,68,22,Demande > Offre,Non,Sans fil,Oui,Non,Moyen (5-15 min),Non,Non
RE001105,2021-01-28,2021,1,San Antonio,USA,74579,Quartier d'affaires,Studio,Vendu,Bon etat,1971,94,1,1,1,220000,0,0.0,2340.43,1.6,2.1,5.7,6.4,99,6693,353,45,79,Offre > Demande,Non,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Oui,Oui
RE001106,2025-02-27,2025,2,Birmingham,UK,90710,Centre,Appartement,Loue,A renover,1904,46,4,3,3,102000,550,6.5,2217.39,2.0,4.2,3.2,8.4,83,5221,2620,42,70,Offre > Demande,Non,Fibre 500Mbps,Oui,Non,Loin (plus 15 min),Oui,Non
RE001107,2024-12-28,2024,12,Liverpool,UK,98716,Sud,Penthouse,Vendu,Bon etat,1930,200,6,5,4,1696000,0,0.0,8480.0,-1.7,0.9,1.6,7.8,63,4525,749,57,49,Demande > Offre,Non,ADSL,Oui,Oui,Loin (plus 15 min),Oui,Oui
RE001108,2023-01-19,2023,1,Chicago,USA,16177,Quartier d'affaires,Loft,A louer,Ancien,1939,537,8,7,5,2541000,15350,7.2,4731.84,4.5,2.9,4.6,9.5,76,7335,562,64,86,Offre > Demande,Non,Fibre 1Gbps,Oui,Non,Loin (plus 15 min),Oui,Oui
RE001109,2025-02-11,2025,2,Phoenix,USA,57737,Quartier residentiel,Penthouse,En construction,Neuf,2005,293,4,3,2,2208000,0,0.0,7535.84,-0.7,7.9,3.1,11.1,80,9787,2216,38,38,Equilibre,Non,Sans fil,Non,Oui,Proche (moins 5 min),Oui,Oui
RE001110,2022-03-14,2022,3,New York,USA,19903,Est,Villa,En construction,Neuf,1910,245,4,3,2,4862000,0,0.0,19844.9,2.0,7.8,5.2,10.3,69,6560,2658,87,53,Demande > Offre,Oui,ADSL,Non,Non,Moyen (5-15 min),Oui,Oui
RE001111,2024-03-15,2024,3,London,UK,46721,Est,Maison,Vendu,Ancien,2002,136,7,6,1,646000,0,0.0,4750.0,1.2,4.3,1.1,6.0,53,3476,4577,42,47,Offre > Demande,Non,Sans fil,Non,Non,Loin (plus 15 min),Non,Oui
RE001112,2026-01-08,2026,1,San Diego,USA,75097,Peripherie,Loft,Vendu,Neuf,1903,982,3,2,1,7683000,0,0.0,7823.83,-0.3,2.5,1.3,3.9,61,7356,1434,56,69,Offre > Demande,Non,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Non,Non
RE001113,2023-04-07,2023,4,Cardiff,UK,73295,Centre,Entrepot,Loue,A renover,1984,221,7,0,1,347000,1650,5.7,1570.14,3.4,3.3,4.7,6.4,80,6998,4004,38,73,Offre > Demande,Non,Fibre 500Mbps,Oui,Non,Moyen (5-15 min),Oui,Oui
RE001114,2023-02-28,2023,2,Hong Kong,China,78623,Quartier residentiel,Local Commercial,Loue,Ancien,1913,100,5,0,1,1079000,3700,4.1,10790.0,-0.4,6.7,1.8,10.6,91,5482,3331,62,74,Offre > Demande,Non,Sans fil,Non,Non,Proche (moins 5 min),Oui,Non
RE001115,2020-05-31,2020,5,London,UK,99743,Sud,Entrepot,En construction,Bon etat,1949,1596,1,0,1,7585000,0,0.0,4752.51,3.0,4.1,1.1,5.7,71,1975,4933,87,26,Demande > Offre,Oui,Fibre 1Gbps,Oui,Non,Loin (plus 15 min),Non,Oui
RE001116,2022-02-08,2022,2,Liverpool,UK,81411,Nord,Entrepot,Loue,Neuf,2022,1001,8,0,1,2801000,8400,3.6,2798.2,0.3,2.3,4.0,8.7,75,2369,2842,51,71,Offre > Demande,Non,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Oui,Non
RE001117,2026-05-29,2026,5,Lyon,France,82142,Quartier d'affaires,Penthouse,A louer,Ancien,1918,352,5,4,1,2716000,18050,8.0,7715.91,1.8,6.2,5.1,4.7,89,1454,84,82,66,Demande > Offre,Oui,Sans fil,Oui,Non,Proche (moins 5 min),Non,Non
RE001118,2023-10-16,2023,10,San Antonio,USA,59464,Sud,Penthouse,Vendu,Neuf,1994,181,3,2,1,1372000,0,0.0,7580.11,-1.4,7.3,2.2,3.8,71,6123,4254,91,21,Demande > Offre,Oui,Fibre 500Mbps,Non,Non,Proche (moins 5 min),Non,Non
RE001119,2020-11-29,2020,11,Abu Dhabi,UAE,13516,Sud,Appartement,En construction,Neuf,1957,108,4,3,3,643000,0,0.0,5953.7,4.4,5.7,1.0,3.8,75,4251,4480,59,61,Offre > Demande,Non,Fibre 500Mbps,Oui,Non,Moyen (5-15 min),Non,Oui
RE001120,2026-04-01,2026,4,Cardiff,UK,62915,Quartier d'affaires,Bureau,A vendre,Neuf,2009,733,7,0,1,2905000,0,0.0,3963.17,0.3,7.7,5.2,11.4,95,7555,1960,40,80,Offre > Demande,Non,Fibre 500Mbps,Oui,Non,Proche (moins 5 min),Oui,Oui
RE001121,2022-12-18,2022,12,Melbourne,Australia,65076,Quartier d'affaires,Penthouse,A vendre,Bon etat,2011,383,6,5,3,2892000,0,0.0,7550.91,-0.0,4.5,1.2,5.7,78,3658,1009,41,64,Offre > Demande,Non,Sans fil,Oui,Non,Moyen (5-15 min),Oui,Non
RE001122,2020-07-29,2020,7,Cardiff,UK,87902,Ouest,Entrepot,Loue,A renover,2002,1670,5,0,1,3023000,8900,3.5,1810.18,-1.6,7.7,3.9,6.5,78,6031,2425,74,73,Demande > Offre,Non,ADSL,Non,Non,Proche (moins 5 min),Non,Oui
RE001123,2021-11-12,2021,11,Glasgow,UK,99538,Sud,Loft,A louer,Neuf,2020,1238,6,5,3,6032000,30400,6.0,4872.37,-0.2,5.6,3.6,6.1,76,286,3604,78,43,Demande > Offre,Oui,Sans fil,Oui,Non,Proche (moins 5 min),Oui,Non
RE001124,2026-02-22,2026,2,Dubai,UAE,14426,Quartier d'affaires,Bureau,Loue,Bon etat,1976,517,8,0,1,2407000,12600,6.3,4655.71,2.0,7.2,3.0,6.4,81,7774,4877,53,76,Offre > Demande,Non,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Non,Oui
RE001125,2024-01-04,2024,1,Montpellier,France,27041,Quartier residentiel,Villa,En construction,A renover,1904,175,8,7,5,1012000,0,0.0,5782.86,-0.8,2.0,2.2,9.2,99,4062,475,48,47,Demande > Offre,Non,Fibre 500Mbps,Non,Non,Moyen (5-15 min),Non,Oui
RE001126,2024-07-01,2024,7,Lyon,France,59525,Est,Studio,A louer,Bon etat,1978,20,1,1,1,50000,200,4.8,2500.0,4.2,2.9,1.7,5.7,58,8387,2865,61,81,Offre > Demande,Non,Fibre 1Gbps,Oui,Non,Moyen (5-15 min),Non,Non
